drug_name,drug_smile,excp_name,excp_smile,drug_delta_d,drug_delta_p,drug_delta_h,excp_delta_d,excp_delta_p,excp_delta_h,HSP_distance,class
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,DL-malic_acid,C(C(C(=O)O)O)C(=O)O,18.47737359,9.42730279,11.34493862,17.53504598,9.403026588,16.75629812,32.83532618,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,adipic_acid,C(CCC(=O)O)CC(=O)O,18.47737359,9.42730279,11.34493862,17.44565127,7.984547398,12.6149604,7.95230217,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,Triazabicyclodecene,C1CNC2=NCCCN2C1,18.47737359,9.42730279,11.34493862,18.33794889,8.899248771,9.988488166,2.196555881,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,DBU,C1CCC2=NCCCN2CC1,18.47737359,9.42730279,11.34493862,17.83435466,6.557546802,5.563241566,43.31741365,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,L-asparagine,C([C@@H](C(=O)O)N)C(=O)N,18.47737359,9.42730279,11.34493862,18.18056961,19.35613991,21.81000559,208.4518036,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,18.47737359,9.42730279,11.34493862,17.65395412,19.23707522,17.93310836,142.347694,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,"3,3'-thiodipropionic_acid",C(CSCCC(=O)O)C(=O)O,18.47737359,9.42730279,11.34493862,17.24694071,10.33521188,13.96288092,13.73378105,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,18.47737359,9.42730279,11.34493862,17.29545915,19.07694911,17.48052125,136.3487351,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,borneol,C[C@]12CC[C@H](C1(C)C)C[C@H]2O,18.47737359,9.42730279,11.34493862,16.76918117,5.855849954,10.92557587,24.60282587,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,cinnamaldehyde,C1=CC=C(C=C1)/C=C/C=O,18.47737359,9.42730279,11.34493862,19.17805714,9.240588986,6.822153965,22.45427288,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,aspartame,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,18.47737359,9.42730279,11.34493862,18.27396772,13.82660448,15.49386628,36.73295184,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,squalene,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,18.47737359,9.42730279,11.34493862,16.0601683,1.555463302,7.342429252,101.3574638,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,benzaldehyde,C1=CC=C(C=C1)C=O,18.47737359,9.42730279,11.34493862,19.33866272,7.933888592,5.663796399,37.47293882,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,sodium_deoxycholate,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C.[Na+],18.47737359,9.42730279,11.34493862,17.36179797,6.572261802,13.22197792,16.65257141,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,cholic_acid,C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)[C@@H](O)C[C@H]3[C@H]2[C@H](O)C[C@H]4[C@]3(C)CC[C@@H](O)C4)CCC(O)=O,18.47737359,9.42730279,11.34493862,17.9143639,4.766671136,12.06720837,23.51108063,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,glycocholic_acid,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,18.47737359,9.42730279,11.34493862,18.08331659,5.07050739,12.45693591,20.8393278,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,sucrose_octaacetate,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,18.47737359,9.42730279,11.34493862,17.21068236,7.506583181,11.51565043,10.13633298,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,trans_anethole,C/C=C/C1=CC=C(C=C1)OC,18.47737359,9.42730279,11.34493862,16.87061444,3.871616028,6.389237294,65.75133086,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,18.47737359,9.42730279,11.34493862,17.93043628,10.04934806,11.90617426,1.898487409,1
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,terpinyl_butyrate,CCCC(=O)OC(C)(C)[C@@H]1CCC(=CC1)C,18.47737359,9.42730279,11.34493862,15.86904593,5.299340291,6.298779619,69.71728768,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,18.47737359,9.42730279,11.34493862,18.75260979,4.84200912,12.00534993,21.76408101,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,candesartan_cilexetil,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,18.47737359,9.42730279,11.34493862,18.55694965,6.941073413,10.57701655,6.796370225,1
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,neohesperidin_DC,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,18.47737359,9.42730279,11.34493862,17.54721893,12.27368846,15.6283856,29.91058013,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,ursodiol,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,18.47737359,9.42730279,11.34493862,17.88213379,4.357631319,11.48982527,27.13980265,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,18.47737359,9.42730279,11.34493862,18.32334593,13.08746216,9.113537415,18.47081607,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,eucalyptol,CC1(C2CCC(O1)(CC2)C)C,18.47737359,9.42730279,11.34493862,16.51007803,2.335305343,4.154605885,117.4783199,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,beta_carotene,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,18.47737359,9.42730279,11.34493862,17.70583094,4.037987619,6.183207108,58.06930247,1
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,menthol,CC1CCC(C(C1)O)C(C)C,18.47737359,9.42730279,11.34493862,17.075068,3.098651667,8.72143948,54.80041662,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,alpha-terpineol,CC1=CCC(CC1)C(C)(C)O,18.47737359,9.42730279,11.34493862,16.24289246,5.505595677,9.827451344,37.65417793,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,fenchyl_alcohol,CC1(C2CCC(C2)(C1O)C)C,18.47737359,9.42730279,11.34493862,16.47441762,3.0316424,10.24582655,58.15984956,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,biotin,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,18.47737359,9.42730279,11.34493862,17.11675643,10.53965592,12.03278584,9.115579421,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,xylitol,C([C@H](C([C@H](CO)O)O)O)O,18.47737359,9.42730279,11.34493862,17.24777617,18.45773058,20.11130082,164.4453715,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,trans-cinnamic_acid,C1=CC=C(C=C1)/C=C/C(=O)O,18.47737359,9.42730279,11.34493862,19.76694015,8.831582297,11.54891619,7.048417437,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,thimerosal,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],18.47737359,9.42730279,11.34493862,17.50724647,10.08029638,7.554322914,18.55975456,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,tyramine,C1=CC(=CC=C1CCN)O,18.47737359,9.42730279,11.34493862,17.71689349,12.31692235,15.27636872,26.11936372,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,fumaric_acid,C(=C/C(=O)O)\C(=O)O,18.47737359,9.42730279,11.34493862,18.31305067,6.785640336,15.72073292,26.23396436,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,congo_red,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],18.47737359,9.42730279,11.34493862,19.21848251,10.84209423,13.35241327,8.228559038,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,vanillin,COC1=C(C=CC(=C1)C=O)O,18.47737359,9.42730279,11.34493862,16.30847674,11.0059001,14.15513227,29.20561184,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,18.47737359,9.42730279,11.34493862,17.86396885,9.401770869,11.69051826,1.625138659,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,allantoin,C1(C(=O)NC(=O)N1)NC(=O)N,18.47737359,9.42730279,11.34493862,19.14074722,16.08038085,24.91209957,230.0915622,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,vitamin_A_palmitate,CCCCCCCCCCCCCCCC(=O)OC/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C,18.47737359,9.42730279,11.34493862,17.44471085,5.375220407,6.865113835,40.7537711,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,acetylcholine_chloride,CC(=O)OCC[N+](C)(C)C.[Cl-],18.47737359,9.42730279,11.34493862,16.51409847,7.657829123,7.553692548,32.92238059,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,dibutyl_phthalate,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,18.47737359,9.42730279,11.34493862,17.84468084,9.55408269,4.109953303,53.96228619,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,trometamol,C(C(CO)(CO)N)O,18.47737359,9.42730279,11.34493862,17.17302412,13.38788004,22.45891023,146.0118472,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,benzoyl_peroxide,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,18.47737359,9.42730279,11.34493862,18.23868347,8.594894072,6.374837113,25.62270519,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,triethyl_citrate,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,18.47737359,9.42730279,11.34493862,15.60077164,8.809795459,11.12561857,33.52877163,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,triacetin,CC(=O)OCC(COC(=O)C)OC(=O)C,18.47737359,9.42730279,11.34493862,16.08888897,8.018880231,8.894266257,30.80888419,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,glycerol,C(C(CO)O)O,18.47737359,9.42730279,11.34493862,17.30957546,11.38302748,28.46080167,302.2326369,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,propylene_glycol,CC(CO)O,18.47737359,9.42730279,11.34493862,16.5921309,9.266816167,21.28404374,113.0281263,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,18.47737359,9.42730279,11.34493862,18.34275798,12.08449961,11.00809628,7.246643148,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,L-proline,C1C[C@H](NC1)C(=O)O,18.47737359,9.42730279,11.34493862,18.46214255,9.123651976,14.07922253,7.569440206,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,L-lysine,C(CCN)C[C@@H](C(=O)O)N,18.47737359,9.42730279,11.34493862,17.48435203,9.220371578,19.16535034,65.14602711,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,L-ascorbic_acid,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,18.47737359,9.42730279,11.34493862,17.99997488,14.61558237,18.12531746,73.80342033,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,stearic_acid,CCCCCCCCCCCCCCCCCC(=O)O,18.47737359,9.42730279,11.34493862,15.9679568,3.264248951,9.628027264,66.11970761,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,(R)-(+)-Limonene,CC1=CC[C@@H](CC1)C(=C)C,18.47737359,9.42730279,11.34493862,17.04413445,2.860487845,2.641368182,127.0918947,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,meglumine,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,18.47737359,9.42730279,11.34493862,17.51857549,18.50488788,17.97640554,130.0560797,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,hydrochlorothiazide,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,18.47737359,9.42730279,11.34493862,19.6585418,14.64130525,15.00561432,46.16700163,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,ketoprofen,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O,18.47737359,9.42730279,11.34493862,18.20825323,11.37510422,10.09352339,5.649673532,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,memantine_hydrochloride,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,18.47737359,9.42730279,11.34493862,16.64548038,5.760877725,7.358415891,42.75836721,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,naproxen_sodium,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+],18.47737359,9.42730279,11.34493862,17.86567825,11.09989507,7.823769206,16.69288375,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,mannitol,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,18.47737359,9.42730279,11.34493862,17.58173425,18.39771173,23.01200716,219.7974042,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,D-sorbitol,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,18.47737359,9.42730279,11.34493862,17.58173425,18.39771173,23.01200716,219.7974042,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,tannic_acid,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,18.47737359,9.42730279,11.34493862,18.60804731,8.764331316,12.57266315,2.015141168,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,rhodamine_B,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-],18.47737359,9.42730279,11.34493862,18.68739446,7.892066589,11.23325753,2.545857934,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,moxifloxacin,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,18.47737359,9.42730279,11.34493862,18.5047025,8.057324328,11.7200003,2.020499726,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,ciprofloxacin,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,18.47737359,9.42730279,11.34493862,18.57408235,9.089248891,11.35851366,0.151875057,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,certirizine,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,18.47737359,9.42730279,11.34493862,18.43809521,8.751515363,10.88576544,0.673699822,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,budesonide,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,18.47737359,9.42730279,11.34493862,18.72161024,5.760696253,12.2545462,14.50999562,1
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,etidronic_acid,CC(O)(P(=O)(O)O)P(=O)(O)O.O,18.47737359,9.42730279,11.34493862,17.89040908,14.35745461,17.57902604,64.54835215,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,emtricitabine,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,18.47737359,9.42730279,11.34493862,18.23505167,14.45293407,15.35307489,41.55700578,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,metoprolol(+)-tartrate,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,18.47737359,9.42730279,11.34493862,18.29472952,7.36625122,12.4358384,5.571431329,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,18.47737359,9.42730279,11.34493862,18.48868412,14.34978036,10.70921639,24.63543991,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,propranolol_hydrochloride,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,18.47737359,9.42730279,11.34493862,17.92083239,7.287579326,11.6790109,5.928973211,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,captan,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,18.47737359,9.42730279,11.34493862,18.84909151,10.77939218,6.840655097,22.66941265,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,neotame,CC(C)(C)CCN[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC,18.47737359,9.42730279,11.34493862,17.8558261,7.249571049,10.58524185,6.864939848,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,alendronate_sodium,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.[Na+],18.47737359,9.42730279,11.34493862,17.70444747,17.15034673,16.72238197,90.95196364,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,18.47737359,9.42730279,11.34493862,18.0378504,13.89256853,10.41489012,21.57631092,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,desipramine_hydrochloride,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,18.47737359,9.42730279,11.34493862,18.919425,7.477628059,8.19858683,14.48239898,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,18.47737359,9.42730279,11.34493862,17.82235714,9.369777777,11.78915499,1.916823474,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,18.47737359,9.42730279,11.34493862,18.31601904,9.123545684,11.02984403,0.295694145,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,labetalol_hydrochloride,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl,18.47737359,9.42730279,11.34493862,18.50526306,11.50463741,11.08936588,4.383747842,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,prednisone,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,18.47737359,9.42730279,11.34493862,18.76733479,5.894975109,11.85283519,13.07160777,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,18.47737359,9.42730279,11.34493862,18.42561536,10.00976384,8.154888406,10.52639693,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,fluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,18.47737359,9.42730279,11.34493862,18.52114949,11.26562529,12.63746643,5.05772306,0
Etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,methotrexate_hydrate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O.O,18.47737359,9.42730279,11.34493862,18.53092491,14.94814056,15.95675634,51.75998328,0
